APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,Keyword: Bioinformatics,Keyword: Computational,Keyword: Systems,Keyword: Sum,Keyword: At least one?
8793892,T32,GM,2,N,4/30/2015,7/1/2015,6/30/2016,859,T32GM080177,SCHOOLS OF MEDICINE,PA-14-015,2T32GM080177-06,NIGMS:273682\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,BOSTON,UNITED STATES,BIOLOGY,7,47006379,US,3212902,HARVARD MEDICAL SCHOOL,MA,21156027,"PUBLIC HEALTH RELEVANCE: Systems biology is a new field that uses the tools of quantitative disciplines such as mathematics, computer science and physics to provide insight into complex biological and medical problems. Our Program brings together students and faculty from a wide range of disciplines to create a unique cross-Harvard community and an outstanding training experience.",1964871 (contact); 1898338; ,"MITCHISON, TIMOTHY J (contact); MURRAY, ANDREW W;","MAAS, STEFAN",7/1/2010,6/30/2020,programs; Systems Biology; ,Harvard Systems Biology Graduate Program,80177,TWD,NIGMS Initial Review Group ,,,6,260520,13162,273682,0,0,3,3,TRUE
8876698,T32,GM,5,N,4/27/2015,7/1/2015,6/30/2016,859,T32GM008295,SCHOOLS OF ARTS AND SCIENCES,PA-11-184,5T32GM008295-26,NIGMS:431996\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,BERKELEY,UNITED STATES,CHEMISTRY,13,124726725,US,577502,UNIVERSITY OF CALIFORNIA BERKELEY,CA,947045940,PUBLIC HEALTH RELEVANCE: This program produces doctoral level trainees who are well prepared for research endeavors in basic and applied biomedical research. During their training they learn the latest breakthroughs in mechanistic understanding of biological systems and the best tools for the study of the behavior of biomolecules at the most detailed level possible. The students are ready for careers in research in either academics or the biotechnology industry to apply studies of biological systems at the molecular level to improve human health.,1863247; ,"WEMMER, DAVID E;","FLICKER, PAULA F",7/1/1989,6/30/2016,Biophysics; Grant; Molecular; Training; ,Molecular Biophysics Training Grant,8295,TWD,NIGMS Initial Review Group ,,,26,410060,21936,431996,0,0,1,1,TRUE
8852181,T32,MH,5,N,6/15/2015,7/1/2015,6/30/2016,242,T32MH020065,SCHOOLS OF MEDICINE,PA-11-184,5T32MH020065-13,NIMH:265960\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF MENTAL HEALTH,Mental Health; ,CHICAGO,UNITED STATES,GENETICS,1,5421136,US,1413601,UNIVERSITY OF CHICAGO,IL,606375418,"PUBLIC HEALTH RELEVANCE: The mission of the 'Training in Emerging Multidisciplinary Approaches to Mental Health and Disease' training program is to train pre- and post-doctoral students in the methodology that will be important for the next generation of progress in understanding the genetics of psychiatric health and disease. The program will emphasize the integration of computational and statistical approaches to complex datasets as well as the use of hypothesis driven laboratory-based experimental approaches. Trainees will be prepared for the coming decade, which will see an acceleration of the trend towards multidisciplinary science.",8575407; 3054054 (contact); ,"NICOLAE, DAN LIVIU; RZHETSKY, ANDREY  (contact);","DESMOND, NANCY L",7/11/2002,6/30/2016,Disease; interdisciplinary approach; Mental Health; Training; ,Training in Emerging Multidisciplinary Approaches to Mental Health and Disease,20065,ZMH1,Special Emphasis Panel ,,,13,248630,17330,265960,0,1,0,1,TRUE
8889300,T32,MH,5,N,6/25/2015,6/1/2015,5/31/2016,242,T32MH019524,SCHOOLS OF ARTS AND SCIENCES,PA-10-036,5T32MH019524-23,NIMH:215873\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF MENTAL HEALTH,Mental Health; Neurosciences; ,NEW YORK,UNITED STATES,NEUROSCIENCES,12,41968306,US,5998301,NEW YORK UNIVERSITY,NY,100122300,"This project will train researchers in key areas of NIMH relevant research. The program will support advances in knowledge that will improve the mental health outcomes for those suffering from developmental disabilities and mental disorders, and will advance the research priorities of the NIMH.",1887982; ,"KIORPES, LYNNE ;","DESMOND, NANCY L",9/30/1992,5/31/2016,Neurosciences; System; Training; ,Training in Systems and Integrative Neuroscience,19524,ZMH1,Special Emphasis Panel ,,,23,282335,17638,215873,0,0,1,1,TRUE
8792544,T32,HL,5,N,1/13/2015,2/1/2015,1/31/2016,837,T32HL069749,SCHOOLS OF MEDICINE,PA-11-184,5T32HL069749-12,NHLBI:445258\,"TRAINING, INSTITUTIONAL",2015,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",Cardiovascular; ,DURHAM,UNITED STATES,INTERNAL MEDICINE/MEDICINE,1,44387793,US,2221101,DUKE UNIVERSITY,NC,277054673,"The purpose of this grant is to train the next generation of thought leaders in cardiovascular clinical research. These clinical researches will bring scientific advancements in the care of patients with cardiovascular disease from bench to bedside through the translation of promising early-phase therapies/treatments into large-scale human testing and will lead research efforts in the comparative effectiveness of new and existing therapies, optimizing systems of care to promote high quality treatment patterns, and epidemiological study. Trainees supported by this grant are expected to make major scientific contributions to medicine in their academic research careers and have a significant impact on public health.",1884413; ,"MARK, DANIEL B;","CARLSON, DREW E",7/1/2003,1/31/2019,Cardiovascular system; Clinical Research; post-doctoral training; ,Postdoctoral Training in Cardiovascular Clinical Research,69749,NITM,NHLBI Institutional Training Mechanism Review Committee ,,,12,480142,35891,445258,0,0,1,1,TRUE
8883554,T32,GM,5,N,5/13/2015,7/1/2015,6/30/2016,859,T32GM008267,ORGANIZED RESEARCH UNITS,PA-10-036,5T32GM008267-27,NIGMS:501750\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,ITHACA,UNITED STATES,NONE,23,872612445,US,1514802,CORNELL UNIVERSITY,NY,148502820,"The diagnosis and treatment of disease increasingly relies on the understanding of macromolecular structures and molecular mechanisms that underlie medical conditions and the development of new techniques pertinent to important issues in public health. The goal of this program is to train students to apply the powerful techniques of physics and chemistry to problems of medical significance. This will lead to the design of new drug therapies, the identification of new cellular and molecular targets for said therapy, a better understanding of the cell components involved in diseases, and new, particularly noninvasive, diagnostic procedures.",1938809; ,"WANG, MICHELLE D.;","FLICKER, PAULA F",9/30/1988,6/30/2016,biological systems; Molecular; Physics; Training; ,Training in Molecular Physics of Biological Systems,8267,BRT,National Institute of General Medical Sciences Initial Review Group ,,,27,477620,24130,501750,0,0,2,2,TRUE
8891432,T32,GM,5,N,6/11/2015,7/1/2015,6/30/2016,859,T32GM008347,SCHOOLS OF MEDICINE,PA-11-184,5T32GM008347-24,NIGMS:640794\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Biotechnology; ,MINNEAPOLIS,UNITED STATES,BIOCHEMISTRY,5,555917996,US,1450402,UNIVERSITY OF MINNESOTA,MN,554552070,"This Biotechnology training program at the University of Minnesota has been in existence for twenty years and has brought together gifted trainees and faculty trainers from diverse disciplines that interface with biotechnology; and has created an innovative, cross-disciplinary research and educational endeavor. The emphasis of the next grant period will be on the design and synthesis of biological systems for biotechnology; which is of critical importance to future innovations and discoveries in biotechnology and represents an area that is uniquely suited for the combined expertise of our training faculty.",1955206; ,"HU, WEI-SHOU ;","GERRATANA, BARBARA",9/25/1990,6/30/2016,Biotechnology; Development; Future; Training; ,Training for Future Biotechnology Development,8347,BRT,National Institute of General Medical Sciences Initial Review Group ,,,24,605696,35098,640794,0,0,1,1,TRUE
9045470,T32,ES,3,N,7/24/2015,7/1/2015,6/30/2017,113,T32ES007329,SCHOOLS OF ARTS AND SCIENCES,PA-14-077,3T32ES007329-15S1,NIEHS:297475\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,,RALEIGH,UNITED STATES,MISCELLANEOUS,4,42092122,US,578204,NORTH CAROLINA STATE UNIVERSITY RALEIGH,NC,276950001,,2485182; ,"ZENG, ZHAO-BANG ;","SHREFFLER, CAROL A",7/1/2015,6/30/2017,Bioinformatics; Training; ,Graduate Training in Bioinformatics,7329,,,,S1,15,279926,17549,297475,2,0,0,2,TRUE
8881216,T32,GM,5,N,4/27/2015,7/1/2015,6/30/2016,859,T32GM095440,SCHOOLS OF MEDICINE,PA-10-036,5T32GM095440-05,NIGMS:154414\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,HIV/AIDS; ,WINSTON-SALEM,UNITED STATES,BIOCHEMISTRY,5,937727907,US,9021205,WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,271570001,"The Coalition for Bridging the Sciences, a group composed of representatives from 13 different scientific societies has identified the interface between the biomedical sciences and more quantitative basic sciences, such as mathematics, physics, and chemistry, as a major gap that represents substantial missed opportunities in our national research effort. The goal of the Structural and Computational Biophysics Training Program at Wake Forest University is to bridge this gap by bringing together faculty from the Departments of Physics, Chemistry, Biochemistry, and Medicine into an interdisciplinary program to train Ph.D. students. These students will go on to careers in academia, the biotechnology and pharmaceutical industries, and the intellectual property arena in which their interdisciplinary training can serve to fill this important national need.",1864864; 1880954 (contact); ,"LYLES, DOUGLAS S.; POOLE, LESLIE B (contact);","FLICKER, PAULA F",7/1/2011,6/30/2016,Biophysics; Training Programs; ,Structural and Computational Biophysics Training Program,95440,BRT,National Institute of General Medical Sciences Initial Review Group ,,,5,173680,8774,154414,0,2,0,2,TRUE
8898820,T32,GM,5,N,5/4/2015,7/1/2015,6/30/2016,859,T32GM007484,SCHOOLS OF ARTS AND SCIENCES,PA-10-036,5T32GM007484-39,NIGMS:456136\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Neurosciences; ,CAMBRIDGE,UNITED STATES,OTHER BASIC SCIENCES,7,1425594,US,4911501,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,21421029,"MIT's Integrative Neuronal Systems program provides interdisciplinary training for graduate students pursuing research careers related to the understanding of the human brain and mind. In addition to graduate coursework, students get hands-on laboratory experience using the latest techniques in neuroscience, including neurophysiology, brain imaging, genetics, molecular biology, and computation.",1928051; ,"DICARLO, JAMES J;","MAAS, STEFAN",7/1/1977,6/30/2016,Neurons; System; ,Integrative Neuronal Systems,7484,BRT,National Institute of General Medical Sciences Initial Review Group ,,,39,434200,21936,456136,0,0,2,2,TRUE
8907796,T32,NR,5,N,6/3/2015,7/1/2015,6/30/2016,361,T32NR014225,SCHOOLS OF NURSING,PA-11-184,5T32NR014225-03,NINR:219886\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF NURSING RESEARCH,Pediatric; ,COLUMBUS,UNITED STATES,NONE,3,832127323,US,6218701,OHIO STATE UNIVERSITY,OH,432101016,"PUBLIC HEALTH RELEVANCE: Scientific advances over the past 20 years have revolutionized how health and disease are understood. Evidence from neuroscience, molecular biology, genomics, and the behavioral and social sciences have shown that while biological systems continue to develop and change across the life course the foundations laid down in childhood are critical to lifetime health. With this paradigm shift, the research community is challenged to stimulate new research, to develop creative solutions for improving health, and to translate research findings into social policy that will optimize health. The proposed training program will prepare nurse scientists to meet these challenges by using a transformative life course health development model that integrates the health production models from individual and public health. This program will prepare nurse scientists to understand how biology and social and environmental contexts intersect during childhood to influence life course health development and to use this knowledge to develop rigorous interdisciplinary programs of research to optimize health.",9246956 (contact); 1896865; ,"ARCOLEO, KIMBERLY JOAN (contact); MELNYK, BERNADETTE M;","BANKS, DAVID",7/1/2013,6/30/2016,Childhood; Development; Health; Training; ,Optimizing Health in Childhood: Interdisciplanary Training in Health Development,14225,ZNR1,Special Emphasis Panel ,,,3,225458,13402,219886,0,0,1,1,TRUE
8881185,T32,GM,5,N,5/13/2015,7/1/2015,6/30/2016,859,T32GM008268,SCHOOLS OF MEDICINE,PA-11-184,5T32GM008268-27,NIGMS:389896\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,HIV/AIDS; ,SEATTLE,UNITED STATES,BIOCHEMISTRY,7,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"PUBLIC HEALTH RELEVANCE: The Molecular Biophysics Training Program at UW is designed to train the top graduate students at the University of Washington in modern biophysics, the development and application of state-of-the-art physical and quantitative approaches to systems of biomedical importance. The training program plays a special role because it brings together highly talented graduate students from a wide variety of disciplines, such as Biochemistry, Chemistry, Physics, Computer Sciences, and Engineering. This interdisciplinary training experience affords future leaders of academia and industry to broaden their scientific horizons well beyond what they would normally learn in graduate school. The regular programmatic meetings and seminars allow for an important exchange of ideas across disciplines, allowing the trainees to place their studies in a broader context and to consider new applications and approaches to their research.",1879130; 7744794 (contact); ,"KLEVIT, RACHEL E; ZHENG, NING  (contact);","FLICKER, PAULA F",9/30/1988,6/30/2019,Biophysics; Molecular; Training; ,Training in Molecular Biophysics,8268,TWD,NIGMS Initial Review Group ,,,27,367960,21936,389896,0,0,1,1,TRUE
8868931,T32,HS,4,N,6/15/2015,7/1/2015,6/30/2016,225,T32HS000036,SCHOOLS OF PUBLIC HEALTH,RFA-HS-12-008,4T32HS000036-27,AHRQ:508460\,"TRAINING, INSTITUTIONAL",2015,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,MINNEAPOLIS,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,5,555917996,US,1450402,UNIVERSITY OF MINNESOTA,MN,554552070,"PUBLIC HEALTH RELEVANCE: Reform of the U.S. health insurance and health care delivery systems is one of the nation's top policy priorities. It is imperative to train competent, trustworthy, and objective analysts who can provide information to clinicians, insurers and government policymakers, and devise innovative approaches to ensuring that health care services are delivered in the most efficient and medically effective manner possible. Our doctoral program, with its strong core curriculum and multiple areas of emphasis in the social sciences, policy analysis, and clinical decision-making, is designed to give the next generation of health services researchers the skills they need to help achieve the transformational goals for U.S. health care system - more effective care, delivered more efficiently, to more Americans.",7853143; ,"DOWD, BRYAN E;","BENJAMIN, SHELLEY",9/30/1989,6/30/2018,,UMN National Research Service Award in Health Services Research,36,ZHS1,Special Emphasis Panel ,,,27,,,508460,0,0,1,1,TRUE
8883630,T32,HD,5,N,4/15/2015,5/1/2015,4/30/2016,865,T32HD007491,SCHOOLS OF MEDICINE,PA-11-184,5T32HD007491-19,NICHD:325984\,"TRAINING, INSTITUTIONAL",2015,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,,SALT LAKE CITY,UNITED STATES,NEUROSCIENCES,2,9095365,US,514002,UNIVERSITY OF UTAH,UT,841128930,"Project Relevance to Human Health: Developmental biology is an interdisciplinary science, incorporating cell and molecular biology, genetics, biochemistry in whole-animal model systems at the leading edge of modern biomedical research. Training predoctoral and postdoctoral researchers in developmental biology provides the next generation of biomedical researchers with a wide range of model systems for important discoveries in human health and disease.",6684228; ,"YOST, H. JOSEPH ;","MUKHOPADHYAY, MAHUA",9/29/1995,4/30/2016,Developmental Biology; Grant; Training; ,Developmental Biology Training Grant,7491,ZHD1,Special Emphasis Panel ,,,19,311346,23795,325984,0,0,1,1,TRUE
8878269,T32,GM,5,N,6/30/2015,7/1/2015,6/30/2016,859,T32GM007518,SCHOOLS OF MEDICINE,PA-10-036,5T32GM007518-39,NIGMS:299557\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,STONY BROOK,UNITED STATES,PHARMACOLOGY,1,804878247,US,5992612,STATE UNIVERSITY NEW YORK STONY BROOK,NY,117943362,"The Molecular and Cellular Pharmacology training program provides graduate students with a solid background in the discipline of Pharmacology by bringing together training faculty from different research fields involved in the discovery, development and use of therapeutic compounds, offering courses both in the basic principles and systems pharmacology and by providing opportunities to the students to present their research in national and international meetings. The training grant supports the students early during their training (1st and sometimes 2nd year), aids in the recruitment and retention of diverse students and supports training in responsible conduct in research.",8630822; ,"GARCIA-DIAZ, MIGUEL ;","OKITA, RICHARD T",7/1/1977,6/30/2016,Grant; Science; Training; ,Training grant in Pharmacological Sciences,7518,BRT,National Institute of General Medical Sciences Initial Review Group ,,,39,282008,17549,299557,0,0,1,1,TRUE
9014598,T32,HG,3,N,5/1/2015,5/1/2015,8/31/2016,172,T32HG004947,BIOMED ENGR/COL ENGR/ENGR STA,PA-06-468,3T32HG004947-05S2,NHGRI:2634\,"TRAINING, INSTITUTIONAL",2015,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,Genetics; Human Genome; ,CAMBRIDGE,UNITED STATES,ENGINEERING (ALL TYPES),7,1425594,US,4911501,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,21421029,"RELEVANCE (See instructions): We will train scientists who can discover links between genetic informationand risks for human disease. These studies can suggest appropriate therapies for certain diseases and give clues towards the development of new therapeutics. As more data form Genome Wide Association Studies becomes available, we expect that genetic information will become an important component of preventative medicine.",6424637; ,"GIFFORD, DAVID K;","GATLIN, CHRISTINE L",7/8/2009,8/31/2016,Genetic; Training Programs; ,MIT/Whitehead/Broad Computational Genetics Training Program,4947,GNOM,National Human Genome Research Institute Initial Review Group ,,S2,5,44120,416,2634,0,1,0,1,TRUE
8798831,T32,GM,2,N,5/6/2015,7/1/2015,6/30/2016,859,T32GM067553,SCHOOLS OF MEDICINE,PA-14-015,2T32GM067553-11,NIGMS:182454\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Bioengineering; Networking and Information Technology R&D; ,CHAPEL HILL,UNITED STATES,BIOCHEMISTRY,4,608195277,US,578206,UNIV OF NORTH CAROLINA CHAPEL HILL,NC,275990001,"PUBLIC HEALTH RELEVANCE: Modern biomedical technologies, including rapid genome sequencing, high-content mass spectrometry, and modern microscopy, are allowing systems level analyses of complex diseases, such as cancer, heart disease and diabetes. Interpreting the large and complex data sets produced by these techniques requires novel computational and quantitative approaches. The Curriculum in Bioinformatics and Computational Biology at the University of North Carolina at Chapel Hill provides the graduate training needed to develop and apply computational methods for solving driving biomedical problems. These techniques may suggest novel therapeutic strategies for treating complex diseases.",8228184; ,"ELSTON, TIMOTHY C;","MARCUS, STEPHEN",7/1/2005,6/30/2020,Bioinformatics; Computational Biology; pre-doctoral; Training Programs; ,Predoctoral Training Program in Bioinformatics and Computational Biology,67553,TWD,NIGMS Initial Review Group ,,,11,173680,8774,182454,3,3,1,7,TRUE
8866396,T32,EB,5,N,7/24/2015,7/1/2015,6/30/2016,286,T32EB000809,SCHOOLS OF MEDICINE,PA-11-184,5T32EB000809-12,NIBIB:186389\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,Bioengineering; Diagnostic Radiology; ,TUCSON,UNITED STATES,RADIATION-DIAGNOSTIC/ONCOLOGY,3,806345617,US,490201,UNIVERSITY OF ARIZONA,AZ,857210158,"PUBLIC HEALTH RELEVANCE: Biomedical Imaging and Spectroscopy (BMIS) is a pre-doctoral training program at the University of Arizona intended to train the next generation of interdisciplinary scientists who can create, adapt, develop, and apply imaging and spectroscopy systems, tools, and methods, to important biomedical problems.",6829151; ,"GMITRO, ARTHUR F.;","BAIRD, RICHARD A",5/1/2003,6/30/2019,bioimaging; spectroscopic imaging; Training; ,Graduate Training in Biomedical Imaging and Spectroscopy,809,ZEB1,Special Emphasis Panel ,,,12,173568,13618,186389,0,0,1,1,TRUE
8903757,T32,AA,5,N,8/3/2015,9/1/2015,8/31/2016,273,T32AA007567,SCHOOLS OF SOCIAL WELFARE/WORK,PA-11-184,5T32AA007567-22,NIAAA:277570\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,"Alcoholism, Alcohol Use and Health; Clinical Research; Health Services; Substance Abuse; ",WALTHAM,UNITED STATES,MISCELLANEOUS,5,616845814,US,925301,BRANDEIS UNIVERSITY,MA,24532728,"Alcohol-related services research can lead to improved systems for prevention and treatment services, enhancing quality, and reducing the adverse consequences of alcohol use disorders. Training the next generation of alcohol services researchers continues to be crucial because of the continued magnitude of alcohol problems in the US, and the complexity of the alcohol prevention and treatment systems.",1878150; ,"HORGAN, CONSTANCE M.;","DUCHARME, LORI",9/15/1994,8/31/2016,alcohol related problem; Health Services Research; Training; ,Doctoral Training/Health Services Research on Alcohol-Related Problems,7567,ZAA1,Special Emphasis Panel ,,,22,264120,13450,277570,0,0,1,1,TRUE
8902964,T32,OD,5,N,7/30/2015,7/1/2015,6/30/2017,351,T32OD011147,SCHOOLS OF VETERINARY MEDICINE,PA-10-036,5T32OD011147-28,OD:386861\,"TRAINING, INSTITUTIONAL",2015,"OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH",HIV/AIDS; ,DAVIS,UNITED STATES,VETERINARY SCIENCES,3,47120084,US,577503,UNIVERSITY OF CALIFORNIA AT DAVIS,CA,956186153,"(provided by applicant): This training program addresses the critical national shortage of research-trained veterinarians, who are needed as contributors to advancements in human biomedical research. Veterinarians contribute to biomedical research in a variety of ways, supporting animal health, as collaborating scientists, and as independent investigators. The global and comparative medical training of veterinarians, coupled with research training provided in this training program, is an ideal basis for investigation of human disease using animal model systems.",6867934; ,"BAUMGARTH, NICOLE ;","WATSON, HAROLD L",7/1/1988,6/30/2017,comparative; Medical; Science; Training Programs; ,Comparative Medical Science Training Program,11147,RIRG,Research Centers in Minority Institutions and Institutional Development Award Review Committee ,,,28,360771,26090,386861,0,0,1,1,TRUE
9062131,T32,GM,3,N,8/6/2015,7/1/2015,6/30/2016,859,T32GM007518,SCHOOLS OF MEDICINE,PA-15-136,3T32GM007518-39S1,NIGMS:86400\,"TRAINING, INSTITUTIONAL",2015,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,STONY BROOK,UNITED STATES,PHARMACOLOGY,1,804878247,US,5992612,STATE UNIVERSITY NEW YORK STONY BROOK,NY,117943362,"The Molecular and Cellular Pharmacology training program provides graduate students with a solid background in the discipline of Pharmacology by bringing together training faculty from different research fields involved in the discovery, development and use of therapeutic compounds, offering courses both in the basic principles and systems pharmacology and by providing opportunities to the students to present their research in national and international meetings. The training grant supports the students early during their training (1st and sometimes 2nd year), aids in the recruitment and retention of diverse students and supports training in responsible conduct in research.",8630822; ,"GARCIA-DIAZ, MIGUEL ;","OKITA, RICHARD T",7/1/1977,6/30/2016,Grant; Science; Training; ,Training Grant in Pharmacological Sciences (T32GM007518) Supplement,7518,BRT,National Institute of General Medical Sciences Initial Review Group ,,S1,39,80000,6400,86400,0,0,1,1,TRUE
8898970,T32,LM,1,N,9/9/2015,9/10/2015,9/9/2016,879,T32LM012203,SCHOOLS OF MEDICINE,RFA-HG-14-004,1T32LM012203-01,OD:170429\,"TRAINING, INSTITUTIONAL",2015,NATIONAL LIBRARY OF MEDICINE,,CHICAGO,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,7,5436803,US,6144650,NORTHWESTERN UNIVERSITY AT CHICAGO,IL,606113152,"PUBLIC HEALTH RELEVANCE:  The Biomedical Data Driven Discovery (BD3) Training Program at Northwestern University brings together Big Data educators and researchers from the Feinberg School of Medicine, the McCormick School of Engineering and Applied Science, the Weinberg College of Arts and Sciences and the School of Communication to create a truly multi-disciplinary data science training environment. The proposal leverages three existing data-intensive doctoral programs-- the well-established and nationally recognized program in Data Analytics in McCormick, led by Diego Klabjan, and two innovative and growing programs at Feinberg led by Justin Starren: the Informatics track of the Driskill Graduate Program, focusing on Bioinformatics and the Informatics track of the Health Sciences Integrated Program (HSIP), focusing on clinical and population informatics. The aim of BD3 is to train future scientists for both academia and industry who will develop novel Big Data methods to advance science and improve health.",12325608; 1946209 (contact); ,"KLABJAN, DIEGO ; STARREN, JUSTIN B. (contact);","YE, JANE",9/10/2015,9/9/2020,Data; pre-doctoral; Training Programs; ,Predoctoral Training Program in Biomedical Data Driven Discovery (BD3),12203,ZRG1,Special Emphasis Panel ,,,1,161360,9069,170429,1,0,0,1,TRUE
8854584,T32,HG,2,N,4/30/2015,5/1/2015,4/30/2016,172,T32HG003284,ORGANIZED RESEARCH UNITS,PA-14-015,2T32HG003284-11,NHGRI:463696\,"TRAINING, INSTITUTIONAL",2015,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,Genetics; Human Genome; Networking and Information Technology R&D; ,PRINCETON,UNITED STATES,NONE,12,2484665,US,6661401,PRINCETON UNIVERSITY,NJ,85430036,"PUBLIC HEALTH RELEVANCE: The genome and the computer have revolutionized biomedical science. To enable the success of future biomedical researchers, a new kind of graduate education program is required, one in which biology and the more quantitative sciences, especially computation, are given equal weight. The NHGRI training program at Princeton is one of the pioneer programs fulfilling this role.",7359543; ,"STOREY, JOHN D;","GATLIN, CHRISTINE L",8/18/2004,4/30/2020,Computational Biology; programs; ,Quantitative and Computational Biology Graduate Program,3284,ZHG1,Special Emphasis Panel ,,,11,452345,23388,463696,0,2,0,2,TRUE
8935648,T32,CA,2,N,7/7/2015,8/1/2015,7/31/2016,398,T32CA009492,SCHOOLS OF MEDICINE,PA-14-015,2T32CA009492-31,NCI:366256\,"TRAINING, INSTITUTIONAL",2015,NATIONAL CANCER INSTITUTE,Cancer; Prevention; ,LOS ANGELES,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,34,72933393,US,7636101,UNIVERSITY OF SOUTHERN CALIFORNIA,CA,900331036,"PUBLIC HEALTH RELEVANCE: This T32 training grant on cancer control and epidemiology will train pre-doctoral and post-doctoral scientists to develop careers in cancer prevention research. It is one of the only training programs focused on this area. This renewal will expand the training of the next generation of cancer prevention researchers to address emerging trends in health disparities, cancer communications, and translation of prevention to treatment research, mobile health, systems science, ecological momentary assessment, spatial sciences, and informatics.",6418398; ,"PENTZ, MARY ANN ;","LIM, SUSAN E",9/1/1984,7/31/2020,Cancer Control; cancer epidemiology; Epidemiologic Studies; Grant; Research Training; ,Cancer Control and Epidemiology Research Training Grant,9492,NCI,Subcommittee I - Transistion to Independence ,,,31,431923,28544,366256,0,0,1,1,TRUE
